X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
-79.401103,43.652201,80949212,8001531985,2018,2018-08-19T04:00:00.000Z,1543,15,DUNDAS ST W,AUGUSTA  AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Minor,0,East,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , ,Yes, , , , , ,78,Kensington-Chinatown (78),626
-79.401103,43.652201,80949213,8001531985,2018,2018-08-19T04:00:00.000Z,1543,15,DUNDAS ST W,AUGUSTA  AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,78,Kensington-Chinatown (78),627
-79.401103,43.652201,80949214,8001531985,2018,2018-08-19T04:00:00.000Z,1543,15,DUNDAS ST W,AUGUSTA  AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist Passenger,60 to 64,Major,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,78,Kensington-Chinatown (78),628
-79.383968,43.642317,80631968,5001501450,2015,2015-08-31T04:00:00.000Z,1545,15,LOWER SIMCOE ST,BREMNER BLVD, ,Minor Arterial,Toronto and East York,10,0,0,52,0,0,43.642317,-79.383968,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,40 to 44,None,0,South,"Truck - Closed (Blazer, etc)",Turning Right,Improper Turn,Inattentive, , , , , , , ,Yes, , ,Yes, , , , , , , , ,77,Waterfront Communities-The Island (77),629
-79.383968,43.642317,80631969,5001501450,2015,2015-08-31T04:00:00.000Z,1545,15,LOWER SIMCOE ST,BREMNER BLVD, ,Minor Arterial,Toronto and East York,10,0,0,52,0,0,43.642317,-79.383968,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,0,South,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes, , ,Yes, , , , , , , , ,77,Waterfront Communities-The Island (77),630
-79.302562,43.687918,80769940,7001209887,2017,2017-07-06T04:00:00.000Z,1547,15,DANFORTH AVE,MAIN ST,90 m West of,Major Arterial,Toronto and East York,19,0,0,"54,55",55,54,43.687918,-79.302562,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,62,East End-Danforth (62),631
-79.302562,43.687918,80769941,7001209887,2017,2017-07-06T04:00:00.000Z,1547,15,DANFORTH AVE,MAIN ST,90 m West of,Major Arterial,Toronto and East York,19,0,0,"54,55",55,54,43.687918,-79.302562,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,62,East End-Danforth (62),632
-79.40768,43.656409,7412056,1292914,2012,2012-03-14T04:00:00.000Z,1550,15,COLLEGE ST,BATHURST ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.656409,-79.40768,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, , , , , , , , , , , , ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),633
-79.40768,43.656409,7412057,1292914,2012,2012-03-14T04:00:00.000Z,1550,15,COLLEGE ST,BATHURST ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.656409,-79.40768,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Improper Passing,Normal, ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),634
-79.40768,43.656409,7412058,1292914,2012,2012-03-14T04:00:00.000Z,1550,15,COLLEGE ST,BATHURST ST, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.656409,-79.40768,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),635
-79.35136,43.662455,80169133,4002596710,2014,2014-07-29T04:00:00.000Z,1630,16,DUNDAS ST E,BROADVIEW AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.662455,-79.35136,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,70,South Riverdale (70),636
-79.34827,43.678198,80778165,7000831003,2017,2017-05-11T04:00:00.000Z,1550,15,DANFORTH AVE,FERRIER AVE,2 m West of,Major Arterial,Toronto and East York,14,0,0,"54,55",55,54,43.678198,-79.34827,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,West,"Automobile, Station Wagon",Overtaking,Improper Passing,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,68,North Riverdale (68),637
-79.34827,43.678198,80778166,7000831003,2017,2017-05-11T04:00:00.000Z,1550,15,DANFORTH AVE,FERRIER AVE,2 m West of,Major Arterial,Toronto and East York,14,0,0,"54,55",55,54,43.678198,-79.34827,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Had Been Drinking, ,Yes,Yes, , , , , , ,Yes, , , ,68,North Riverdale (68),638
-79.361781,43.706046,80945253,8001095116,2018,2018-06-16T04:00:00.000Z,1550,15,LEA  AVE,LAIRD  DR,30 m West of,Major Arterial,North York,15,0,0,53,0,0,43.706046,-79.361781,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,North,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive, ,Yes,Yes, , , , , , , , , , ,55,Thorncliffe Park (55),639
-79.361781,43.706046,80945254,8001095116,2018,2018-06-16T04:00:00.000Z,1550,15,LEA  AVE,LAIRD  DR,30 m West of,Major Arterial,North York,15,0,0,53,0,0,43.706046,-79.361781,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,55,Thorncliffe Park (55),640
-79.453182,43.658751,80943244,8000922403,2018,2018-05-22T04:00:00.000Z,1552,15,DUNDAS  ST W,CHELSEA  AVE,73 m North of,Minor Arterial,Toronto and East York,4,0,0,11,0,0,43.658751,-79.453182,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,65 to 69,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,88,High Park North (88),641
-79.453182,43.658751,80943245,8000922403,2018,2018-05-22T04:00:00.000Z,1552,15,DUNDAS  ST W,CHELSEA  AVE,73 m North of,Minor Arterial,Toronto and East York,4,0,0,11,0,0,43.658751,-79.453182,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,88,High Park North (88),642
-79.453182,43.658751,80943246,8000922403,2018,2018-05-22T04:00:00.000Z,1552,15,DUNDAS  ST W,CHELSEA  AVE,73 m North of,Minor Arterial,Toronto and East York,4,0,0,11,0,0,43.658751,-79.453182,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,South,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Improper Turn,Unknown, ,Yes,Yes, , , , ,Yes, , , , , ,88,High Park North (88),643
-79.35139,43.662445,6674466,1253390,2011,2011-09-11T04:00:00.000Z,1556,15,DUNDAS ST E,BROADVIEW AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.662445,-79.35139,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,70,South Riverdale (70),644
-79.35139,43.662445,6674467,1253390,2011,2011-09-11T04:00:00.000Z,1556,15,DUNDAS ST E,BROADVIEW AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.662445,-79.35139,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,East,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,70,South Riverdale (70),645
-79.35139,43.662445,6674468,1253390,2011,2011-09-11T04:00:00.000Z,1556,15,DUNDAS ST E,BROADVIEW AVE, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.662445,-79.35139,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,0,North,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,70,South Riverdale (70),646
-79.14229,43.801445,6703690,1266196,2011,2011-11-25T05:00:00.000Z,1556,15,KINGSTON Road,RASPBERRY Road, ,Major Arterial,Scarborough,25,0,0,42,0,0,43.801445,-79.14229,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Going Ahead,Following too Close,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,131,Rouge (131),647
-79.14229,43.801445,6703691,1266196,2011,2011-11-25T05:00:00.000Z,1556,15,KINGSTON Road,RASPBERRY Road, ,Major Arterial,Scarborough,25,0,0,42,0,0,43.801445,-79.14229,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,131,Rouge (131),648
-79.458499,43.651126,80494905,5002136221,2015,2015-12-13T05:00:00.000Z,1556,15,PARKSIDE DR,INDIAN VALLEY CRES, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.651126,-79.458499,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,0,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal, , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,87,High Park-Swansea (87),649
-79.458499,43.651126,80494906,5002136221,2015,2015-12-13T05:00:00.000Z,1556,15,PARKSIDE DR,INDIAN VALLEY CRES, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.651126,-79.458499,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,South,Bicycle,Stopped, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,87,High Park-Swansea (87),650
-79.458499,43.651126,80494907,5002136221,2015,2015-12-13T05:00:00.000Z,1556,15,PARKSIDE DR,INDIAN VALLEY CRES, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.651126,-79.458499,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Passenger,10 to 14,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,87,High Park-Swansea (87),651
-79.458499,43.651126,80494908,5002136221,2015,2015-12-13T05:00:00.000Z,1556,15,PARKSIDE DR,INDIAN VALLEY CRES, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.651126,-79.458499,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Passenger,10 to 14,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,87,High Park-Swansea (87),652
-79.458881,43.637709,80941372,8000877104,2018,2018-05-15T04:00:00.000Z,1558,15,LAKE SHORE BV W,COLBORNE LODGE DR, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.637709,-79.458881,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes,Yes, , ,85,South Parkdale (85),653
-79.458881,43.637709,80941373,8000877104,2018,2018-05-15T04:00:00.000Z,1558,15,LAKE SHORE BV W,COLBORNE LODGE DR, ,Major Arterial,Toronto and East York,4,0,0,11,0,0,43.637709,-79.458881,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,30,South,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes,Yes, , ,85,South Parkdale (85),654
-79.27089,43.687745,5252557,1110376,2009,2009-06-21T04:00:00.000Z,1600,16,WARDEN AVE,KINGSTON RD, ,Major Arterial,Scarborough,20,0,0,41,0,0,43.687745,-79.27089,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,122,Birchcliffe-Cliffside (122),655
-79.27089,43.687745,5252558,1110376,2009,2009-06-21T04:00:00.000Z,1600,16,WARDEN AVE,KINGSTON RD, ,Major Arterial,Scarborough,20,0,0,41,0,0,43.687745,-79.27089,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,South,Bicycle,Turning Right, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Had Been Drinking, ,Yes,Yes, , , , , , ,Yes, , , ,122,Birchcliffe-Cliffside (122),656
-79.38479,43.661045,6172191,1181613,2010,2010-06-19T04:00:00.000Z,1600,16,COLLEGE ST,BAY ST, ,Major Arterial,Toronto and East York,1113,13,11,52,0,0,43.661045,-79.38479,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,East,"Automobile, Station Wagon",Stopped,Other,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,76,Bay Street Corridor (76),657
-79.38479,43.661045,6172192,1181613,2010,2010-06-19T04:00:00.000Z,1600,16,COLLEGE ST,BAY ST, ,Major Arterial,Toronto and East York,1113,13,11,52,0,0,43.661045,-79.38479,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,76,Bay Street Corridor (76),658
-79.14709,43.798345,6666238,1249845,2011,2011-07-08T04:00:00.000Z,1600,16,6780 KINGSTON RD, , ,Major Arterial,Scarborough,25,0,0,42,0,0,43.798345,-79.14709,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,133,Centennial Scarborough (133),659
-79.14709,43.798345,6666239,1249845,2011,2011-07-08T04:00:00.000Z,1600,16,6780 KINGSTON RD, , ,Major Arterial,Scarborough,25,0,0,42,0,0,43.798345,-79.14709,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,Major,0,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,133,Centennial Scarborough (133),660
-79.14709,43.798345,6666240,1249845,2011,2011-07-08T04:00:00.000Z,1600,16,6780 KINGSTON RD, , ,Major Arterial,Scarborough,25,0,0,42,0,0,43.798345,-79.14709,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,East,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Failed to Yield Right of Way,Inattentive, ,Yes,Yes, , , , , , ,Yes, , , ,133,Centennial Scarborough (133),661
-79.487293,43.783209,80164629,4008024139,2014,2014-06-19T04:00:00.000Z,1600,16,STEELES AVE W,SHALE GT, ,Major Arterial,North York,6,0,0,31,0,0,43.783209,-79.487293,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,0,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,27,York University Heights (27),662
-79.487293,43.783209,80164630,4008024139,2014,2014-06-19T04:00:00.000Z,1600,16,STEELES AVE W,SHALE GT, ,Major Arterial,North York,6,0,0,31,0,0,43.783209,-79.487293,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,0,North,Bicycle,Going Ahead, , , , , ,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,27,York University Heights (27),663
-79.303737,43.752097,80769167,6001513720,2016,2016-08-26T04:00:00.000Z,1600,16,116 ELINOR AVE,JOY DR,68 m North of,Local,Scarborough,21,0,0,41,0,0,43.752097,-79.303737,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,119,Wexford/Maryvale (119),664
-79.303737,43.752097,80769168,6001513720,2016,2016-08-26T04:00:00.000Z,1600,16,116 ELINOR AVE,JOY DR,68 m North of,Local,Scarborough,21,0,0,41,0,0,43.752097,-79.303737,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,South,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,119,Wexford/Maryvale (119),665
-79.35199,43.754645,6723032,1275965,2011,2011-11-25T05:00:00.000Z,1604,16,YORK MILLS Road,LESMILL Road, ,Major Arterial,North York,16,0,0,33,0,0,43.754645,-79.35199,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,0,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,42,Banbury-Don Mills (42),666
-79.35199,43.754645,6723033,1275965,2011,2011-11-25T05:00:00.000Z,1604,16,YORK MILLS Road,LESMILL Road, ,Major Arterial,North York,16,0,0,33,0,0,43.754645,-79.35199,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,42,Banbury-Don Mills (42),667
-79.304653,43.715968,80924387,7001038789,2017,2017-06-11T04:00:00.000Z,1605,16,WAKUNDA PL,5, ,Local,Toronto and East York,19,0,0,54,0,0,43.715968,-79.304653,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,43,Victoria Village (43),668
-79.304653,43.715968,80924388,7001038789,2017,2017-06-11T04:00:00.000Z,1605,16,WAKUNDA PL,5, ,Local,Toronto and East York,19,0,0,54,0,0,43.715968,-79.304653,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Other, , , , , , ,Other,Unknown, ,Yes,Yes, , , , , , , , , , ,43,Victoria Village (43),669
-79.30349,43.779745,7444583,1306744,2012,2012-06-21T04:00:00.000Z,1606,16,3477 SHEPPARD AVE E, , ,Major Arterial,Scarborough,22,0,0,42,0,0,43.779745,-79.30349,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,75 to 79,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,118,Tam O'Shanter-Sullivan (118),670
-79.30349,43.779745,7444584,1306744,2012,2012-06-21T04:00:00.000Z,1606,16,3477 SHEPPARD AVE E, , ,Major Arterial,Scarborough,22,0,0,42,0,0,43.779745,-79.30349,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Major,0,East,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Other,Normal, ,Yes,Yes, , , , , , , , , , ,118,Tam O'Shanter-Sullivan (118),671
-79.38619,43.662045,6707930,1267989,2011,2011-10-03T04:00:00.000Z,1609,16,BAY ST,GRENVILLE ST, ,Major Arterial,Toronto and East York,1113,13,11,52,0,0,43.662045,-79.38619,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,0,South,"Automobile, Station Wagon",Overtaking,Improper Lane Change,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,76,Bay Street Corridor (76),672
-79.38619,43.662045,6707931,1267989,2011,2011-10-03T04:00:00.000Z,1609,16,BAY ST,GRENVILLE ST, ,Major Arterial,Toronto and East York,1113,13,11,52,0,0,43.662045,-79.38619,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , , , , , ,76,Bay Street Corridor (76),673
-79.38619,43.662045,6707932,1267989,2011,2011-10-03T04:00:00.000Z,1609,16,BAY ST,GRENVILLE ST, ,Major Arterial,Toronto and East York,1113,13,11,52,0,0,43.662045,-79.38619,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,0,South,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,76,Bay Street Corridor (76),674
-79.48429,43.630345,5396763,1054754,2008,2008-07-31T04:00:00.000Z,1610,16,THE QUEENSWAY,STEPHEN Driv, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.630345,-79.48429,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,16,Stonegate-Queensway (16),675
-79.48429,43.630345,5396764,1054754,2008,2008-07-31T04:00:00.000Z,1610,16,THE QUEENSWAY,STEPHEN Driv, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.630345,-79.48429,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,West,Bicycle,Changing Lanes, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Unknown, ,Yes,Yes, , , , , , , , , , ,16,Stonegate-Queensway (16),676
-79.39979,43.682545,6668517,1250782,2011,2011-07-14T04:00:00.000Z,1610,16,AVENUE Road,EDMUND Aven, ,Major Arterial,Toronto and East York,12,0,0,53,0,0,43.682545,-79.39979,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,97,Yonge-St.Clair (97),677
-79.39979,43.682545,6668518,1250782,2011,2011-07-14T04:00:00.000Z,1610,16,AVENUE Road,EDMUND Aven, ,Major Arterial,Toronto and East York,12,0,0,53,0,0,43.682545,-79.39979,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive, ,Yes,Yes, , , , , , , , , , ,97,Yonge-St.Clair (97),678
